"","sub_pid","client_property_id","account","actions_de","actions_en","costs","sqm","rental_units","year_construction","year_last_renovation","roof","windows","face_of_building","heating","main_type_of_use","vacancy_rate"
"215","138_00","3022","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1727.66,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"216","138_00","3022","5250","Sanitärinstallation","sanitary installation",1182.32,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"217","138_00","3022","5260","Zargen / Türen","doors",857.5,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"218","138_00","3022","5270","Schlösser / Schlüssel","locks/keys",499.15,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"219","138_00","3022","5280","Malerarbeiten","painting and decorating",639,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"220","138_00","3022","5290","Fußbodenarbeiten","floor",100,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"221","138_00","3022","5300","Fenster / Glaserarbeiten","windows",1030.68,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"222","138_00","3022","5310","Elektroarbeiten","electrics",311.4,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"223","138_00","3022","5350","Klingeln","doorbells",317.2,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"224","138_00","3022","5360","Heizkörper / WMZ","heating elements",466.33,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"225","138_00","3022","5370","Notöffnungen","emergency exit",169.5,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"226","138_00","3022","5410","Heizungsanlagen","heating system",1948.19,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"227","138_00","3022","5420","Schädlingsbekämpfg.-Inst.","crop spraying",220.3,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"228","138_00","3022","5450","Dachdecker","slater",1449.2,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"229","138_00","3022","5600","Nicht umlegb. HM-Kosten","not addable costs",614.7,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"230","138_00","3022","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",4170.91,502,10,1910,NA,"double pitch roof","timber","finery","gas central","residential",13
"231","139_00","3046","5201","Strom / Gas Leerstand","power/gas (vacancy)",157.48,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"232","139_00","3046","5250","Sanitärinstallation","sanitary installation",3727.78,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"233","139_00","3046","5260","Zargen / Türen","doors",1954.43,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"234","139_00","3046","5270","Schlösser / Schlüssel","locks/keys",75,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"235","139_00","3046","5300","Fenster / Glaserarbeiten","windows",380.35,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"236","139_00","3046","5310","Elektroarbeiten","electrics",527.13,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"237","139_00","3046","5320","Feuerlöscher","fire-extinguisher",134,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"238","139_00","3046","5350","Klingeln","doorbells",13.5,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"239","139_00","3046","5360","Heizkörper / WMZ","heating elements",718.66,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"240","139_00","3046","5410","Heizungsanlagen","heating system",884.6,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"241","139_00","3046","5450","Dachdecker","slater",473.5,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"242","139_00","3046","5600","Nicht umlegb. HM-Kosten","not addable costs",1011.93,821,27,1948,2009,"double pitch roof","pvc","finery","oil central","residential",9
"244","14_00","3082","5201","Strom / Gas Leerstand","power/gas (vacancy)",98.48,299,6,1900,NA,"double pitch roof","pvc","brick","gas central","residential",0
"245","14_00","3082","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",101.85,299,6,1900,NA,"double pitch roof","pvc","brick","gas central","residential",0
"246","14_00","3082","5250","Sanitärinstallation","sanitary installation",436.5,299,6,1900,NA,"double pitch roof","pvc","brick","gas central","residential",0
"247","140_00","3005","5200","Instandhaltungskosten","maintenance",1534.54,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"248","140_00","3005","5201","Strom / Gas Leerstand","power/gas (vacancy)",2072.59,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"249","140_00","3005","5210","Schlosserarbeiten","locksmith",1206.65,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"250","140_00","3005","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1697.64,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"251","140_00","3005","5250","Sanitärinstallation","sanitary installation",8391.77,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"252","140_00","3005","5260","Zargen / Türen","doors",2833.26,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"253","140_00","3005","5270","Schlösser / Schlüssel","locks/keys",1114.19,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"254","140_00","3005","5280","Malerarbeiten","painting and decorating",200.2,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"255","140_00","3005","5300","Fenster / Glaserarbeiten","windows",1117.16,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"256","140_00","3005","5310","Elektroarbeiten","electrics",1502.41,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"257","140_00","3005","5340","Außenanlagen","outdoor facilities",488,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"258","140_00","3005","5350","Klingeln","doorbells",717.2,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"259","140_00","3005","5360","Heizkörper / WMZ","heating elements",1549.7,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"260","140_00","3005","5390","Sperrmüll-Inst.","bulky waste",2081.22,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"261","140_00","3005","5400","Lüftungsanlagen","ventilation plants",101.86,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"262","140_00","3005","5460","nicht umlegb. Reinigung","cleaning",750,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"263","140_00","3005","5600","Nicht umlegb. HM-Kosten","not addable costs",3234.41,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"264","140_00","3005","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",39147.72,2663,40,1982,1999,"flat","pvc","finery","district heating","residential",10
"265","141_00","3012","5200","Instandhaltungskosten","maintenance",232.16,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"266","141_00","3012","5201","Strom / Gas Leerstand","power/gas (vacancy)",4514.36,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"267","141_00","3012","5205","Eigenleistungen Mieter","in-house effort tenant",230.92,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"268","141_00","3012","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",3579.16,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"269","141_00","3012","5250","Sanitärinstallation","sanitary installation",11651.19,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"270","141_00","3012","5260","Zargen / Türen","doors",4576.13,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"271","141_00","3012","5270","Schlösser / Schlüssel","locks/keys",3064.66,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"272","141_00","3012","5280","Malerarbeiten","painting and decorating",1267.28,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"273","141_00","3012","5290","Fußbodenarbeiten","floor",478.75,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"274","141_00","3012","5300","Fenster / Glaserarbeiten","windows",2172.32,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"275","141_00","3012","5310","Elektroarbeiten","electrics",2584.24,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"276","141_00","3012","5340","Außenanlagen","outdoor facilities",1073,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"277","141_00","3012","5350","Klingeln","doorbells",1601.12,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"278","141_00","3012","5360","Heizkörper / WMZ","heating elements",3438.74,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"279","141_00","3012","5390","Sperrmüll-Inst.","bulky waste",2158.4,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"280","141_00","3012","5400","Lüftungsanlagen","ventilation plants",12.3,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"281","141_00","3012","5410","Heizungsanlagen","heating system",79.49,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"282","141_00","3012","5420","Schädlingsbekämpfg.-Inst.","crop spraying",73.9,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"283","141_00","3012","5450","Dachdecker","slater",808.45,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"284","141_00","3012","5460","nicht umlegb. Reinigung","cleaning",403.66,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"285","141_00","3012","5600","Nicht umlegb. HM-Kosten","not addable costs",5966.47,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"286","141_00","3012","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",39569.32,4886,81,1982,1999,"flat","pvc","finery","district heating","residential",8
"287","142_00","3096","5200","Instandhaltungskosten","maintenance",22.5,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"288","142_00","3096","5201","Strom / Gas Leerstand","power/gas (vacancy)",777.2,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"289","142_00","3096","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",350,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"290","142_00","3096","5230","Fassaden","face of a building",57,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"291","142_00","3096","5250","Sanitärinstallation","sanitary installation",1371.12,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"292","142_00","3096","5260","Zargen / Türen","doors",313.5,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"293","142_00","3096","5270","Schlösser / Schlüssel","locks/keys",29.5,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"294","142_00","3096","5300","Fenster / Glaserarbeiten","windows",360.29,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"295","142_00","3096","5310","Elektroarbeiten","electrics",27.78,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"296","142_00","3096","5340","Außenanlagen","outdoor facilities",100,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"297","142_00","3096","5360","Heizkörper / WMZ","heating elements",16,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"298","142_00","3096","5410","Heizungsanlagen","heating system",223,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"299","142_00","3096","5600","Nicht umlegb. HM-Kosten","not addable costs",852.33,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"300","142_00","3096","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",1827.92,635,9,1900,NA,"double pitch roof","timber","finery","gas central","mixed usage",12
"301","15_00","3083","5201","Strom / Gas Leerstand","power/gas (vacancy)",1869.74,8630,120,1948,NA,"double pitch roof","other","other","gas central","residential",65
"302","15_00","3083","5202","IH Gasgeräte","gas installations",84.45,8630,120,1948,NA,"double pitch roof","other","other","gas central","residential",65
"303","15_00","3083","5250","Sanitärinstallation","sanitary installation",339.5,8630,120,1948,NA,"double pitch roof","other","other","gas central","residential",65
